SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Wind.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code1.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code2.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code3.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Trun.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_PFeed.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_NFeed.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Push.nstatus_Act
NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

488	420	488	2000	488	30	488	130	488	0	488	210	488	0	488	0
490	420	490	2000	490	30	490	130	490	0	490	210	490	0	490	0
492	420	492	2000	492	30	492	130	492	0	492	210	492	0	492	0
494	420	494	2000	494	30	494	130	494	0	494	210	494	0	494	0
496	420	496	2000	496	30	496	130	496	0	496	210	496	0	496	0
498	420	498	2000	498	30	498	130	498	0	498	210	498	0	498	0
500	420	500	2000	500	30	500	130	500	0	500	210	500	0	500	0
502	420	502	2000	502	30	502	130	502	0	502	210	502	0	502	0
504	420	504	2000	504	30	504	130	504	0	504	210	504	0	504	0
506	420	506	2000	506	30	506	130	506	0	506	210	506	0	506	0
508	420	508	2000	508	30	508	130	508	0	508	210	508	0	508	0
510	420	510	2000	510	30	510	130	510	0	510	210	510	0	510	0
512	420	512	2000	512	30	512	130	512	0	512	210	512	0	512	0
514	420	514	2000	514	30	514	130	514	0	514	210	514	0	514	0
516	420	516	2000	516	30	516	130	516	0	516	210	516	0	516	0
518	420	518	2000	518	30	518	130	518	0	518	210	518	0	518	0
520	420	520	2000	520	30	520	130	520	0	520	210	520	0	520	0
522	420	522	2000	522	30	522	130	522	0	522	210	522	0	522	0
524	420	524	2000	524	30	524	130	524	0	524	210	524	0	524	0
526	420	526	2000	526	30	526	130	526	0	526	210	526	0	526	0
528	420	528	2000	528	30	528	130	528	0	528	210	528	0	528	0
530	420	530	2000	530	30	530	130	530	0	530	210	530	0	530	0
532	420	532	2000	532	30	532	130	532	0	532	210	532	0	532	0
534	420	534	2000	534	30	534	130	534	0	534	210	534	0	534	0
536	420	536	2000	536	30	536	130	536	0	536	210	536	0	536	0
538	420	538	2000	538	30	538	130	538	0	538	210	538	0	538	0
540	420	540	2000	540	30	540	130	540	0	540	210	540	0	540	0
542	420	542	2000	542	30	542	130	542	0	542	210	542	0	542	0
544	420	544	2000	544	30	544	130	544	0	544	210	544	0	544	0
546	420	546	2000	546	30	546	130	546	0	546	210	546	0	546	0
548	420	548	2000	548	30	548	130	548	0	548	210	548	0	548	0
550	420	550	2000	550	30	550	130	550	0	550	210	550	0	550	0
552	420	552	2000	552	30	552	130	552	0	552	210	552	0	552	0
554	420	554	2000	554	30	554	130	554	0	554	210	554	0	554	0
556	420	556	2000	556	30	556	130	556	0	556	210	556	0	556	0
558	420	558	2000	558	30	558	130	558	0	558	210	558	0	558	0
560	420	560	2000	560	30	560	130	560	0	560	210	560	0	560	0
562	420	562	2000	562	30	562	130	562	0	562	210	562	0	562	0
564	420	564	2000	564	30	564	130	564	0	564	210	564	0	564	0
566	420	566	2000	566	30	566	130	566	0	566	210	566	0	566	0
568	420	568	2000	568	30	568	130	568	0	568	210	568	0	568	0
570	420	570	2000	570	30	570	130	570	0	570	210	570	0	570	0
572	420	572	2000	572	30	572	130	572	0	572	210	572	0	572	0
574	420	574	2000	574	30	574	130	574	0	574	210	574	0	574	0
576	420	576	2000	576	30	576	130	576	0	576	210	576	0	576	0
578	420	578	2000	578	30	578	130	578	0	578	210	578	0	578	0
580	420	580	2000	580	30	580	130	580	0	580	210	580	0	580	0
582	420	582	2000	582	30	582	130	582	0	582	290	582	0	582	0
584	420	584	2000	584	30	584	130	584	0	584	0	584	0	584	0
586	420	586	2000	586	30	586	130	586	0	586	0	586	0	586	0
588	420	588	2000	588	30	588	130	588	0	588	0	588	0	588	0
590	420	590	2000	590	30	590	130	590	0	590	0	590	0	590	0
592	420	592	2000	592	30	592	130	592	0	592	0	592	0	592	0
594	420	594	2000	594	30	594	130	594	0	594	0	594	0	594	0
596	420	596	2000	596	30	596	130	596	0	596	0	596	0	596	0
598	420	598	2000	598	30	598	130	598	0	598	0	598	0	598	0
600	420	600	2000	600	30	600	130	600	0	600	0	600	0	600	0
602	420	602	2000	602	30	602	130	602	0	602	0	602	0	602	0
604	420	604	2000	604	30	604	130	604	0	604	0	604	0	604	0
606	420	606	2000	606	30	606	130	606	0	606	0	606	0	606	0
608	420	608	2000	608	30	608	130	608	0	608	0	608	0	608	0
610	420	610	2000	610	30	610	130	610	0	610	0	610	0	610	0
612	420	612	2000	612	30	612	130	612	0	612	0	612	0	612	0
614	420	614	2000	614	30	614	130	614	0	614	0	614	0	614	0
616	420	616	2000	616	30	616	130	616	0	616	0	616	0	616	0
618	420	618	2000	618	30	618	130	618	0	618	0	618	0	618	0
620	420	620	2000	620	30	620	130	620	0	620	0	620	0	620	0
622	420	622	2000	622	30	622	130	622	0	622	0	622	0	622	0
624	420	624	2000	624	30	624	130	624	0	624	0	624	0	624	0
626	420	626	2000	626	30	626	130	626	0	626	0	626	0	626	0
628	420	628	2000	628	30	628	130	628	0	628	0	628	0	628	0
630	420	630	2000	630	30	630	130	630	0	630	0	630	0	630	0
632	420	632	2000	632	30	632	130	632	0	632	0	632	0	632	0
634	420	634	2000	634	30	634	130	634	0	634	0	634	0	634	0
636	420	636	2000	636	30	636	130	636	0	636	0	636	0	636	0
638	420	638	2000	638	30	638	130	638	0	638	0	638	0	638	0
640	420	640	2000	640	30	640	130	640	0	640	0	640	0	640	0
642	420	642	2000	642	30	642	130	642	0	642	0	642	0	642	0
644	420	644	2000	644	30	644	130	644	0	644	0	644	0	644	0
646	420	646	2000	646	30	646	130	646	0	646	0	646	0	646	0
648	420	648	2000	648	30	648	130	648	0	648	0	648	0	648	0
650	420	650	2000	650	30	650	130	650	0	650	0	650	0	650	0
652	420	652	2000	652	30	652	130	652	0	652	0	652	0	652	0
654	420	654	2000	654	30	654	130	654	0	654	0	654	0	654	0
656	420	656	2000	656	30	656	130	656	0	656	0	656	0	656	0
658	420	658	2000	658	30	658	130	658	0	658	0	658	0	658	0
660	420	660	2000	660	30	660	130	660	0	660	0	660	0	660	0
662	420	662	2000	662	30	662	130	662	0	662	0	662	0	662	0
664	420	664	2000	664	30	664	130	664	0	664	0	664	0	664	0
666	420	666	2000	666	30	666	130	666	0	666	0	666	0	666	0
668	420	668	2000	668	30	668	130	668	0	668	0	668	0	668	0
670	420	670	2000	670	30	670	130	670	0	670	0	670	0	670	0
672	420	672	2000	672	30	672	130	672	0	672	0	672	0	672	0
674	420	674	2000	674	30	674	130	674	0	674	0	674	0	674	0
676	420	676	2000	676	30	676	130	676	0	676	0	676	0	676	0
678	420	678	2000	678	30	678	130	678	0	678	0	678	0	678	0
680	420	680	2000	680	30	680	130	680	0	680	0	680	0	680	0
682	420	682	2000	682	30	682	130	682	0	682	0	682	0	682	0
684	420	684	2000	684	30	684	130	684	0	684	0	684	0	684	0
686	420	686	2000	686	30	686	130	686	0	686	0	686	0	686	0
688	420	688	2000	688	30	688	130	688	0	688	0	688	0	688	0
690	420	690	2000	690	30	690	130	690	0	690	0	690	0	690	0
692	420	692	2000	692	30	692	130	692	0	692	0	692	0	692	0
694	420	694	2000	694	30	694	130	694	0	694	0	694	0	694	0
696	420	696	2000	696	30	696	130	696	0	696	0	696	0	696	0
698	420	698	2000	698	30	698	130	698	0	698	0	698	0	698	0
700	420	700	2000	700	30	700	130	700	0	700	0	700	0	700	0
702	420	702	2000	702	30	702	140	702	0	702	0	702	0	702	0
704	420	704	2000	704	30	704	140	704	0	704	0	704	0	704	0
706	420	706	2000	706	30	706	140	706	0	706	0	706	0	706	0
708	420	708	2000	708	30	708	140	708	0	708	0	708	0	708	0
710	420	710	2000	710	30	710	150	710	0	710	0	710	0	710	0
712	420	712	2000	712	30	712	150	712	0	712	0	712	0	712	0
714	420	714	2000	714	30	714	150	714	0	714	0	714	0	714	0
716	420	716	2000	716	30	716	150	716	0	716	0	716	0	716	0
718	420	718	2000	718	30	718	150	718	0	718	0	718	0	718	0
720	420	720	2000	720	30	720	150	720	0	720	0	720	0	720	0
722	420	722	2000	722	30	722	150	722	0	722	0	722	0	722	0
724	420	724	2000	724	30	724	150	724	0	724	0	724	0	724	0
726	420	726	2000	726	30	726	150	726	0	726	0	726	0	726	0
728	420	728	2000	728	30	728	150	728	0	728	0	728	0	728	0
730	420	730	2000	730	30	730	150	730	0	730	0	730	0	730	0
732	420	732	2000	732	30	732	150	732	0	732	0	732	0	732	0
734	420	734	2000	734	30	734	150	734	0	734	0	734	0	734	0
736	420	736	2000	736	30	736	150	736	0	736	0	736	0	736	0
738	420	738	2000	738	30	738	150	738	0	738	0	738	0	738	0
740	420	740	2000	740	30	740	150	740	0	740	0	740	0	740	0
742	420	742	2000	742	30	742	150	742	0	742	0	742	0	742	0
744	420	744	2000	744	30	744	150	744	0	744	0	744	0	744	0
746	420	746	2000	746	30	746	150	746	0	746	0	746	0	746	0
748	420	748	2000	748	30	748	150	748	0	748	0	748	0	748	0
750	420	750	2000	750	30	750	150	750	0	750	0	750	0	750	0
752	420	752	2000	752	30	752	150	752	0	752	0	752	0	752	0
754	420	754	2000	754	30	754	150	754	0	754	0	754	0	754	0
756	420	756	2000	756	30	756	150	756	0	756	0	756	0	756	0
758	420	758	2000	758	30	758	150	758	0	758	0	758	0	758	0
760	420	760	2000	760	30	760	150	760	0	760	0	760	0	760	0
762	420	762	2000	762	30	762	150	762	0	762	0	762	0	762	0
764	420	764	2000	764	30	764	150	764	0	764	0	764	0	764	0
766	420	766	2000	766	30	766	150	766	0	766	0	766	0	766	0
768	420	768	2000	768	30	768	150	768	0	768	0	768	0	768	0
770	420	770	2000	770	30	770	150	770	0	770	0	770	0	770	0
772	420	772	2000	772	30	772	150	772	0	772	0	772	0	772	0
774	420	774	2000	774	30	774	150	774	0	774	0	774	0	774	0
776	420	776	2000	776	30	776	150	776	0	776	0	776	0	776	0
778	420	778	2000	778	30	778	150	778	0	778	0	778	0	778	0
780	420	780	2000	780	30	780	150	780	0	780	0	780	0	780	0
782	420	782	2000	782	30	782	150	782	0	782	0	782	0	782	0
784	420	784	2000	784	30	784	150	784	0	784	0	784	0	784	0
786	420	786	2000	786	30	786	150	786	0	786	0	786	0	786	0
788	420	788	2000	788	30	788	150	788	0	788	0	788	0	788	0
790	420	790	2000	790	30	790	150	790	0	790	0	790	0	790	0
792	420	792	2000	792	30	792	150	792	0	792	0	792	0	792	0
794	420	794	2000	794	30	794	150	794	0	794	0	794	0	794	0
796	420	796	2000	796	30	796	150	796	0	796	0	796	0	796	0
798	420	798	2000	798	30	798	150	798	0	798	0	798	0	798	0
800	420	800	2000	800	30	800	150	800	0	800	0	800	0	800	0
802	420	802	2000	802	30	802	150	802	0	802	0	802	0	802	0
804	420	804	2000	804	30	804	150	804	0	804	0	804	0	804	0
806	420	806	2000	806	30	806	150	806	0	806	0	806	0	806	0
808	420	808	2000	808	30	808	150	808	0	808	0	808	0	808	0
810	420	810	2000	810	30	810	150	810	0	810	0	810	0	810	0
812	420	812	2000	812	30	812	150	812	0	812	0	812	0	812	0
814	420	814	2000	814	30	814	150	814	0	814	0	814	0	814	0
816	420	816	2000	816	30	816	150	816	0	816	0	816	0	816	0
818	420	818	2000	818	30	818	150	818	0	818	0	818	0	818	0
820	420	820	2000	820	30	820	150	820	0	820	0	820	0	820	0
822	420	822	2000	822	30	822	150	822	0	822	0	822	0	822	0
824	420	824	2000	824	30	824	150	824	0	824	0	824	0	824	0
826	420	826	2000	826	30	826	150	826	0	826	0	826	0	826	0
828	420	828	2000	828	30	828	150	828	0	828	0	828	0	828	0
830	420	830	2000	830	30	830	150	830	0	830	0	830	0	830	0
832	420	832	2000	832	30	832	150	832	0	832	0	832	0	832	0
834	420	834	2000	834	30	834	150	834	0	834	0	834	0	834	0
836	420	836	2000	836	30	836	150	836	0	836	0	836	0	836	0
838	420	838	2000	838	30	838	150	838	0	838	0	838	0	838	0
840	420	840	2000	840	30	840	150	840	0	840	0	840	0	840	0
842	420	842	2000	842	30	842	150	842	0	842	0	842	0	842	0
844	420	844	2000	844	30	844	150	844	0	844	0	844	0	844	0
846	420	846	2000	846	30	846	150	846	0	846	0	846	0	846	0
848	420	848	2000	848	30	848	150	848	0	848	0	848	0	848	0
850	420	850	2000	850	30	850	150	850	0	850	0	850	0	850	0
852	420	852	2000	852	30	852	150	852	0	852	0	852	0	852	0
854	420	854	2000	854	30	854	150	854	0	854	0	854	0	854	0
856	420	856	2000	856	30	856	150	856	0	856	0	856	0	856	0
858	420	858	2000	858	30	858	150	858	0	858	0	858	0	858	0
860	420	860	2000	860	30	860	150	860	0	860	0	860	0	860	0
862	420	862	2000	862	30	862	150	862	0	862	0	862	0	862	0
864	420	864	2000	864	30	864	150	864	0	864	0	864	0	864	0
866	420	866	2000	866	30	866	150	866	0	866	0	866	0	866	0
868	420	868	2000	868	30	868	150	868	0	868	0	868	0	868	0
870	420	870	2000	870	30	870	150	870	0	870	0	870	0	870	0
872	420	872	2000	872	30	872	150	872	0	872	0	872	0	872	0
874	420	874	2000	874	30	874	150	874	0	874	0	874	0	874	0
876	420	876	2000	876	30	876	150	876	0	876	0	876	0	876	0
878	420	878	2000	878	30	878	150	878	0	878	0	878	0	878	0
880	420	880	2000	880	30	880	150	880	0	880	0	880	0	880	0
882	420	882	2000	882	30	882	150	882	0	882	0	882	0	882	0
884	420	884	2000	884	30	884	150	884	0	884	0	884	0	884	0
886	420	886	2000	886	30	886	150	886	0	886	0	886	0	886	0
888	420	888	2000	888	30	888	150	888	0	888	0	888	0	888	0
890	420	890	2000	890	30	890	150	890	0	890	0	890	0	890	0
892	420	892	2000	892	30	892	150	892	0	892	0	892	0	892	0
894	420	894	2000	894	30	894	150	894	0	894	0	894	0	894	0
896	420	896	2000	896	30	896	150	896	0	896	0	896	0	896	0
898	420	898	2000	898	30	898	150	898	0	898	0	898	0	898	0
900	420	900	2000	900	30	900	150	900	0	900	0	900	0	900	0
902	420	902	2000	902	30	902	150	902	0	902	0	902	0	902	0
904	420	904	2000	904	30	904	150	904	0	904	0	904	0	904	0
906	420	906	2000	906	30	906	150	906	0	906	0	906	0	906	0
908	420	908	2000	908	30	908	150	908	0	908	0	908	0	908	0
910	420	910	2000	910	30	910	150	910	0	910	0	910	0	910	0
912	420	912	2000	912	30	912	150	912	0	912	0	912	0	912	0
914	420	914	2000	914	30	914	150	914	0	914	0	914	0	914	0
916	420	916	2000	916	30	916	150	916	0	916	0	916	0	916	0
918	420	918	2000	918	30	918	150	918	0	918	0	918	0	918	0
920	420	920	2000	920	30	920	150	920	0	920	0	920	0	920	0
922	420	922	2000	922	40	922	150	922	0	922	0	922	0	922	0
924	420	924	2000	924	40	924	150	924	0	924	0	924	0	924	0
926	420	926	2000	926	40	926	150	926	0	926	0	926	0	926	0
928	420	928	2000	928	40	928	150	928	0	928	0	928	0	928	0
930	420	930	2000	930	100	930	150	930	0	930	0	930	0	930	0
932	420	932	2000	932	100	932	150	932	0	932	0	932	0	932	0
934	420	934	2000	934	100	934	150	934	0	934	0	934	0	934	0
936	420	936	2000	936	100	936	150	936	0	936	0	936	0	936	0
938	420	938	2000	938	100	938	150	938	0	938	0	938	0	938	0
940	420	940	2000	940	100	940	150	940	0	940	0	940	0	940	0
942	420	942	2000	942	100	942	150	942	0	942	0	942	0	942	0
944	420	944	2000	944	100	944	150	944	0	944	0	944	0	944	0
946	420	946	2000	946	100	946	150	946	0	946	0	946	0	946	0
948	420	948	2000	948	100	948	150	948	0	948	0	948	0	948	0
950	420	950	2000	950	100	950	150	950	0	950	0	950	0	950	0
952	420	952	2000	952	100	952	150	952	0	952	0	952	0	952	0
954	420	954	2000	954	100	954	150	954	0	954	0	954	0	954	0
956	420	956	2000	956	100	956	150	956	0	956	0	956	0	956	0
958	420	958	2000	958	100	958	150	958	0	958	0	958	0	958	0
960	420	960	2000	960	100	960	150	960	0	960	0	960	0	960	0
962	420	962	2000	962	100	962	150	962	0	962	0	962	0	962	0
964	420	964	2000	964	100	964	150	964	0	964	0	964	0	964	0
966	420	966	2000	966	100	966	150	966	0	966	0	966	0	966	0
968	420	968	2000	968	100	968	150	968	0	968	0	968	0	968	0
970	420	970	2000	970	100	970	150	970	0	970	0	970	0	970	0
972	420	972	2000	972	100	972	150	972	0	972	0	972	0	972	0
974	420	974	2000	974	100	974	150	974	0	974	0	974	0	974	0
976	420	976	2000	976	100	976	150	976	0	976	0	976	0	976	0
978	420	978	2000	978	100	978	150	978	0	978	0	978	0	978	0
980	420	980	2000	980	100	980	150	980	0	980	0	980	0	980	0
982	420	982	2000	982	100	982	150	982	0	982	0	982	0	982	0
984	420	984	2000	984	100	984	150	984	0	984	0	984	0	984	0
986	420	986	2000	986	100	986	150	986	0	986	0	986	0	986	0
988	420	988	2000	988	100	988	150	988	0	988	0	988	0	988	0
990	420	990	2000	990	100	990	150	990	0	990	0	990	0	990	0
992	420	992	2000	992	100	992	150	992	0	992	0	992	0	992	0
994	420	994	2000	994	100	994	150	994	0	994	0	994	0	994	0
996	420	996	2000	996	100	996	150	996	0	996	0	996	0	996	0
998	420	998	2000	998	100	998	150	998	0	998	0	998	0	998	0
1000	420	1000	2000	1000	100	1000	150	1000	0	1000	0	1000	0	1000	0
1002	420	1002	2000	1002	100	1002	150	1002	0	1002	0	1002	0	1002	0
1004	420	1004	2000	1004	100	1004	150	1004	0	1004	0	1004	0	1004	0
1006	420	1006	2000	1006	100	1006	150	1006	0	1006	0	1006	0	1006	0
1008	420	1008	2000	1008	100	1008	150	1008	0	1008	0	1008	0	1008	0
1010	420	1010	2000	1010	100	1010	150	1010	0	1010	0	1010	0	1010	0
1012	420	1012	2000	1012	100	1012	150	1012	0	1012	0	1012	0	1012	0
1014	420	1014	2000	1014	100	1014	150	1014	0	1014	0	1014	0	1014	0
1016	420	1016	2000	1016	100	1016	150	1016	0	1016	0	1016	0	1016	0
1018	420	1018	2000	1018	100	1018	150	1018	0	1018	0	1018	0	1018	0
1020	420	1020	2000	1020	100	1020	150	1020	0	1020	0	1020	0	1020	0
1022	420	1022	2000	1022	100	1022	150	1022	0	1022	0	1022	0	1022	0
1024	420	1024	2000	1024	100	1024	150	1024	0	1024	0	1024	0	1024	0
1026	420	1026	2000	1026	100	1026	150	1026	0	1026	0	1026	0	1026	0
1028	420	1028	2000	1028	100	1028	150	1028	0	1028	0	1028	0	1028	0
1030	420	1030	2000	1030	100	1030	150	1030	0	1030	0	1030	0	1030	0
1032	420	1032	2000	1032	100	1032	150	1032	0	1032	0	1032	0	1032	0
1034	420	1034	2000	1034	100	1034	150	1034	0	1034	0	1034	0	1034	0
1036	420	1036	2000	1036	100	1036	150	1036	0	1036	0	1036	0	1036	0
1038	420	1038	2000	1038	100	1038	150	1038	0	1038	0	1038	0	1038	0
1040	420	1040	2000	1040	100	1040	150	1040	0	1040	0	1040	0	1040	0
1042	420	1042	2000	1042	100	1042	150	1042	0	1042	0	1042	0	1042	0
1044	420	1044	2000	1044	100	1044	150	1044	0	1044	0	1044	0	1044	0
1046	420	1046	2000	1046	100	1046	150	1046	0	1046	0	1046	0	1046	0
1048	420	1048	2000	1048	100	1048	150	1048	0	1048	0	1048	0	1048	0
1050	420	1050	2000	1050	100	1050	150	1050	0	1050	0	1050	0	1050	0
1052	420	1052	2000	1052	100	1052	150	1052	0	1052	0	1052	0	1052	0
1054	420	1054	2000	1054	100	1054	150	1054	0	1054	0	1054	0	1054	0
1056	420	1056	2000	1056	100	1056	150	1056	0	1056	0	1056	0	1056	0
1058	420	1058	2000	1058	100	1058	150	1058	0	1058	0	1058	0	1058	0
1060	420	1060	2000	1060	100	1060	150	1060	0	1060	0	1060	0	1060	0
1062	420	1062	2000	1062	100	1062	150	1062	0	1062	0	1062	0	1062	0
1064	420	1064	2000	1064	100	1064	150	1064	0	1064	0	1064	0	1064	0
1066	420	1066	2000	1066	100	1066	150	1066	0	1066	0	1066	0	1066	0
1068	420	1068	2000	1068	100	1068	150	1068	0	1068	0	1068	0	1068	0
1070	420	1070	2000	1070	100	1070	150	1070	0	1070	0	1070	0	1070	0
1072	420	1072	2000	1072	100	1072	150	1072	0	1072	0	1072	0	1072	0
1074	420	1074	2000	1074	100	1074	150	1074	0	1074	0	1074	0	1074	0
1076	420	1076	2000	1076	100	1076	150	1076	0	1076	0	1076	0	1076	0
1078	420	1078	2000	1078	100	1078	150	1078	0	1078	0	1078	0	1078	0
1080	420	1080	2000	1080	100	1080	150	1080	0	1080	0	1080	0	1080	0
1082	420	1082	2000	1082	100	1082	150	1082	0	1082	0	1082	0	1082	0
1084	420	1084	2000	1084	100	1084	150	1084	0	1084	0	1084	0	1084	0
1086	420	1086	2000	1086	100	1086	150	1086	0	1086	0	1086	0	1086	0
1088	420	1088	2000	1088	100	1088	150	1088	0	1088	0	1088	0	1088	0
1090	420	1090	2000	1090	100	1090	150	1090	0	1090	0	1090	0	1090	0
1092	420	1092	2000	1092	100	1092	150	1092	0	1092	0	1092	0	1092	0
1094	420	1094	2000	1094	100	1094	150	1094	0	1094	0	1094	0	1094	0
1096	420	1096	2000	1096	100	1096	150	1096	0	1096	0	1096	0	1096	0
1098	420	1098	2000	1098	100	1098	150	1098	0	1098	0	1098	0	1098	0
1100	420	1100	2000	1100	100	1100	150	1100	0	1100	0	1100	0	1100	0
1102	420	1102	2000	1102	100	1102	150	1102	0	1102	0	1102	0	1102	0
1104	420	1104	2000	1104	100	1104	150	1104	0	1104	0	1104	0	1104	0
1106	420	1106	2000	1106	100	1106	150	1106	0	1106	0	1106	0	1106	0
1108	420	1108	2000	1108	100	1108	150	1108	0	1108	0	1108	0	1108	0
1110	420	1110	2000	1110	100	1110	150	1110	0	1110	0	1110	0	1110	0
1112	420	1112	2000	1112	100	1112	150	1112	0	1112	0	1112	0	1112	0
1114	420	1114	2000	1114	100	1114	150	1114	0	1114	0	1114	0	1114	0
1116	420	1116	2000	1116	100	1116	150	1116	0	1116	0	1116	0	1116	0
1118	420	1118	2000	1118	100	1118	150	1118	0	1118	0	1118	0	1118	0
1120	420	1120	2000	1120	100	1120	160	1120	0	1120	0	1120	0	1120	0
1122	420	1122	2000	1122	100	1122	165	1122	0	1122	0	1122	0	1122	0
1124	420	1124	2000	1124	100	1124	170	1124	0	1124	0	1124	0	1124	0
1126	420	1126	2000	1126	100	1126	170	1126	0	1126	0	1126	0	1126	0
1128	420	1128	2000	1128	100	1128	170	1128	0	1128	0	1128	0	1128	0
1130	420	1130	2000	1130	100	1130	170	1130	0	1130	0	1130	0	1130	0
1132	420	1132	2000	1132	100	1132	170	1132	0	1132	0	1132	0	1132	0
1134	420	1134	2000	1134	100	1134	170	1134	0	1134	0	1134	0	1134	0
1136	420	1136	2000	1136	100	1136	170	1136	0	1136	0	1136	0	1136	0
1138	420	1138	2000	1138	100	1138	170	1138	0	1138	0	1138	0	1138	0
1140	420	1140	2000	1140	100	1140	170	1140	0	1140	0	1140	0	1140	0
1142	420	1142	2000	1142	100	1142	170	1142	0	1142	0	1142	0	1142	0
1144	420	1144	2000	1144	100	1144	170	1144	0	1144	0	1144	0	1144	0
1146	420	1146	2000	1146	100	1146	170	1146	0	1146	0	1146	0	1146	0
1148	420	1148	2000	1148	100	1148	170	1148	0	1148	0	1148	0	1148	0
1150	420	1150	2000	1150	100	1150	170	1150	0	1150	0	1150	0	1150	0
1152	420	1152	2000	1152	100	1152	170	1152	0	1152	0	1152	0	1152	0
1154	420	1154	2000	1154	100	1154	170	1154	0	1154	0	1154	0	1154	0
1156	420	1156	2000	1156	100	1156	170	1156	0	1156	0	1156	0	1156	0
1158	420	1158	2000	1158	100	1158	170	1158	0	1158	0	1158	0	1158	0
1160	420	1160	2000	1160	100	1160	170	1160	0	1160	0	1160	0	1160	0
1162	420	1162	2000	1162	100	1162	170	1162	0	1162	0	1162	0	1162	0
1164	420	1164	2000	1164	100	1164	170	1164	0	1164	0	1164	0	1164	0
1166	420	1166	2000	1166	100	1166	170	1166	0	1166	0	1166	0	1166	0
1168	420	1168	2000	1168	100	1168	170	1168	0	1168	0	1168	0	1168	0
1170	420	1170	2000	1170	100	1170	170	1170	0	1170	0	1170	0	1170	0
1172	420	1172	2000	1172	100	1172	170	1172	0	1172	0	1172	0	1172	0
1174	420	1174	2000	1174	100	1174	170	1174	0	1174	0	1174	0	1174	0
1176	420	1176	2000	1176	100	1176	170	1176	0	1176	0	1176	0	1176	0
1178	420	1178	2000	1178	100	1178	170	1178	0	1178	0	1178	0	1178	0
1180	420	1180	2000	1180	100	1180	170	1180	0	1180	0	1180	0	1180	0
1182	420	1182	2000	1182	100	1182	170	1182	0	1182	0	1182	0	1182	0
1184	420	1184	2000	1184	100	1184	170	1184	0	1184	0	1184	0	1184	0
1186	420	1186	2000	1186	100	1186	170	1186	0	1186	0	1186	0	1186	0
1188	420	1188	2000	1188	100	1188	170	1188	0	1188	0	1188	0	1188	0
1190	420	1190	2000	1190	100	1190	170	1190	0	1190	0	1190	0	1190	0
1192	420	1192	2000	1192	100	1192	170	1192	0	1192	0	1192	0	1192	0
1194	420	1194	2000	1194	100	1194	170	1194	0	1194	0	1194	0	1194	0
1196	420	1196	2000	1196	100	1196	170	1196	0	1196	0	1196	0	1196	0
1198	420	1198	2000	1198	100	1198	170	1198	0	1198	0	1198	0	1198	0
1200	420	1200	2000	1200	100	1200	170	1200	0	1200	0	1200	0	1200	0
1202	420	1202	2000	1202	100	1202	170	1202	0	1202	0	1202	0	1202	0
1204	420	1204	2000	1204	100	1204	170	1204	0	1204	0	1204	0	1204	0
1206	420	1206	2000	1206	100	1206	170	1206	0	1206	0	1206	0	1206	0
1208	420	1208	2000	1208	100	1208	170	1208	0	1208	0	1208	0	1208	0
1210	420	1210	2000	1210	100	1210	170	1210	0	1210	0	1210	0	1210	0
1212	420	1212	2000	1212	100	1212	170	1212	0	1212	0	1212	0	1212	0
1214	420	1214	2000	1214	100	1214	170	1214	0	1214	0	1214	0	1214	0
1216	420	1216	2000	1216	100	1216	170	1216	0	1216	0	1216	0	1216	0
1218	420	1218	2000	1218	100	1218	170	1218	0	1218	0	1218	0	1218	0
