SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Wind.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code1.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code2.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Code3.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Trun.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_PFeed.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_NFeed.nstatus_Act	SymbolName	GVL_Wind.gWindStateOut.nstatus_Infor_Push.nstatus_Act
NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1	NetID	169.254.244.1.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

21318	50	21318	2060	21318	999	21318	999	21318	90	21318	40	21318	40	21318	0
21320	50	21320	2060	21320	999	21320	999	21320	90	21320	40	21320	40	21320	0
21322	50	21322	2060	21322	999	21322	999	21322	90	21322	40	21322	40	21322	0
21324	50	21324	2060	21324	999	21324	999	21324	90	21324	40	21324	40	21324	0
21326	50	21326	2060	21326	999	21326	999	21326	90	21326	40	21326	40	21326	0
21328	50	21328	2150	21328	999	21328	999	21328	90	21328	40	21328	40	21328	0
21330	50	21330	6000	21330	999	21330	999	21330	90	21330	40	21330	40	21330	0
21332	50	21332	6000	21332	999	21332	999	21332	90	21332	40	21332	40	21332	0
21334	50	21334	6000	21334	999	21334	999	21334	90	21334	40	21334	40	21334	0
21336	50	21336	6000	21336	999	21336	999	21336	90	21336	40	21336	40	21336	0
21338	50	21338	6000	21338	999	21338	999	21338	90	21338	40	21338	40	21338	0
21340	50	21340	6000	21340	999	21340	999	21340	90	21340	40	21340	40	21340	0
21342	50	21342	6000	21342	999	21342	999	21342	90	21342	40	21342	40	21342	0
21344	50	21344	6050	21344	999	21344	999	21344	90	21344	40	21344	40	21344	0
21346	50	21346	6060	21346	999	21346	999	21346	90	21346	40	21346	40	21346	0
21348	50	21348	6100	21348	999	21348	999	21348	90	21348	40	21348	40	21348	0
21350	50	21350	999	21350	999	21350	999	21350	90	21350	40	21350	40	21350	0
21352	50	21352	999	21352	999	21352	999	21352	90	21352	40	21352	40	21352	0
21354	50	21354	999	21354	999	21354	999	21354	90	21354	40	21354	40	21354	0
21356	50	21356	999	21356	999	21356	999	21356	90	21356	40	21356	40	21356	0
21358	50	21358	999	21358	999	21358	999	21358	90	21358	40	21358	40	21358	0
21360	50	21360	999	21360	999	21360	999	21360	90	21360	40	21360	40	21360	0
21362	50	21362	999	21362	999	21362	999	21362	90	21362	40	21362	40	21362	0
21364	50	21364	999	21364	999	21364	999	21364	90	21364	40	21364	40	21364	0
21366	50	21366	999	21366	999	21366	999	21366	90	21366	40	21366	40	21366	0
21368	50	21368	999	21368	999	21368	999	21368	90	21368	40	21368	40	21368	0
21370	50	21370	999	21370	999	21370	999	21370	90	21370	40	21370	40	21370	0
21372	50	21372	999	21372	999	21372	999	21372	90	21372	40	21372	40	21372	0
21374	50	21374	999	21374	999	21374	999	21374	90	21374	40	21374	40	21374	0
21376	50	21376	999	21376	999	21376	999	21376	90	21376	40	21376	40	21376	0
21378	50	21378	999	21378	999	21378	999	21378	90	21378	40	21378	40	21378	0
21380	50	21380	999	21380	999	21380	999	21380	90	21380	40	21380	40	21380	0
21382	50	21382	999	21382	999	21382	999	21382	90	21382	40	21382	40	21382	0
21384	50	21384	999	21384	999	21384	999	21384	90	21384	40	21384	40	21384	0
21386	50	21386	999	21386	999	21386	999	21386	90	21386	40	21386	40	21386	0
21388	50	21388	999	21388	999	21388	999	21388	90	21388	40	21388	40	21388	0
21390	50	21390	999	21390	999	21390	999	21390	90	21390	40	21390	40	21390	0
21392	50	21392	999	21392	999	21392	999	21392	90	21392	40	21392	40	21392	0
21394	50	21394	999	21394	999	21394	999	21394	90	21394	40	21394	40	21394	0
21396	50	21396	999	21396	999	21396	999	21396	90	21396	40	21396	40	21396	0
21398	50	21398	999	21398	999	21398	999	21398	90	21398	40	21398	40	21398	0
21400	50	21400	999	21400	999	21400	999	21400	90	21400	40	21400	40	21400	0
21402	50	21402	999	21402	999	21402	999	21402	90	21402	40	21402	40	21402	0
21404	50	21404	999	21404	999	21404	999	21404	90	21404	40	21404	40	21404	0
21406	50	21406	999	21406	999	21406	999	21406	90	21406	40	21406	40	21406	0
21408	50	21408	999	21408	999	21408	999	21408	90	21408	40	21408	40	21408	0
21410	50	21410	999	21410	999	21410	999	21410	90	21410	40	21410	40	21410	0
21412	50	21412	999	21412	999	21412	999	21412	90	21412	40	21412	40	21412	0
21414	50	21414	999	21414	999	21414	999	21414	90	21414	40	21414	40	21414	0
21416	50	21416	999	21416	999	21416	999	21416	90	21416	40	21416	40	21416	0
21418	50	21418	999	21418	999	21418	999	21418	90	21418	40	21418	40	21418	0
21420	50	21420	999	21420	999	21420	999	21420	90	21420	40	21420	40	21420	0
21422	50	21422	999	21422	999	21422	999	21422	90	21422	40	21422	40	21422	0
21424	50	21424	999	21424	999	21424	999	21424	90	21424	40	21424	40	21424	0
21426	50	21426	999	21426	999	21426	999	21426	90	21426	40	21426	40	21426	0
21428	50	21428	999	21428	999	21428	999	21428	90	21428	40	21428	40	21428	0
21430	50	21430	999	21430	999	21430	999	21430	90	21430	40	21430	40	21430	0
21432	50	21432	999	21432	999	21432	999	21432	90	21432	40	21432	40	21432	0
21434	50	21434	999	21434	999	21434	999	21434	90	21434	40	21434	40	21434	0
21436	50	21436	999	21436	999	21436	999	21436	90	21436	40	21436	40	21436	0
21438	50	21438	999	21438	999	21438	999	21438	90	21438	40	21438	40	21438	0
21440	50	21440	999	21440	999	21440	999	21440	90	21440	40	21440	40	21440	0
21442	50	21442	999	21442	999	21442	999	21442	90	21442	40	21442	40	21442	0
21444	50	21444	999	21444	999	21444	999	21444	90	21444	40	21444	40	21444	0
21446	50	21446	999	21446	999	21446	999	21446	90	21446	40	21446	40	21446	0
21448	50	21448	999	21448	999	21448	999	21448	90	21448	40	21448	40	21448	0
21450	50	21450	999	21450	999	21450	999	21450	90	21450	40	21450	40	21450	0
21452	50	21452	999	21452	999	21452	999	21452	90	21452	40	21452	40	21452	0
21454	50	21454	999	21454	999	21454	999	21454	90	21454	40	21454	40	21454	0
21456	50	21456	999	21456	999	21456	999	21456	90	21456	40	21456	40	21456	0
21458	50	21458	999	21458	999	21458	999	21458	90	21458	40	21458	40	21458	0
21460	50	21460	999	21460	999	21460	999	21460	90	21460	40	21460	40	21460	0
21462	50	21462	999	21462	999	21462	999	21462	90	21462	40	21462	40	21462	0
21464	50	21464	999	21464	999	21464	999	21464	90	21464	40	21464	40	21464	0
21466	50	21466	999	21466	999	21466	999	21466	90	21466	40	21466	40	21466	0
21468	50	21468	999	21468	999	21468	999	21468	90	21468	40	21468	40	21468	0
21470	50	21470	999	21470	999	21470	999	21470	90	21470	40	21470	40	21470	0
21472	50	21472	999	21472	999	21472	999	21472	90	21472	40	21472	40	21472	0
21474	50	21474	999	21474	999	21474	999	21474	90	21474	40	21474	40	21474	0
21476	50	21476	999	21476	999	21476	999	21476	90	21476	40	21476	40	21476	0
21478	50	21478	999	21478	999	21478	999	21478	90	21478	40	21478	40	21478	0
21480	50	21480	999	21480	999	21480	999	21480	90	21480	40	21480	40	21480	0
21482	50	21482	999	21482	999	21482	999	21482	90	21482	40	21482	40	21482	0
21484	50	21484	999	21484	999	21484	999	21484	90	21484	40	21484	40	21484	0
21486	50	21486	999	21486	999	21486	999	21486	90	21486	40	21486	40	21486	0
21488	50	21488	999	21488	999	21488	999	21488	90	21488	40	21488	40	21488	0
21490	50	21490	999	21490	999	21490	999	21490	90	21490	40	21490	40	21490	0
21492	50	21492	999	21492	999	21492	999	21492	90	21492	40	21492	40	21492	0
21494	50	21494	999	21494	999	21494	999	21494	90	21494	40	21494	40	21494	0
21496	50	21496	999	21496	999	21496	999	21496	90	21496	40	21496	40	21496	0
21498	50	21498	999	21498	999	21498	999	21498	90	21498	40	21498	40	21498	0
21500	50	21500	999	21500	999	21500	999	21500	90	21500	40	21500	40	21500	0
21502	50	21502	999	21502	999	21502	999	21502	90	21502	40	21502	40	21502	0
21504	50	21504	999	21504	999	21504	999	21504	90	21504	40	21504	40	21504	0
21506	50	21506	999	21506	999	21506	999	21506	90	21506	40	21506	40	21506	0
21508	50	21508	999	21508	999	21508	999	21508	90	21508	40	21508	40	21508	0
21510	50	21510	999	21510	999	21510	999	21510	90	21510	40	21510	40	21510	0
21512	50	21512	999	21512	999	21512	999	21512	90	21512	40	21512	40	21512	0
21514	50	21514	999	21514	999	21514	999	21514	90	21514	40	21514	40	21514	0
21516	50	21516	999	21516	999	21516	999	21516	90	21516	40	21516	40	21516	0
21518	50	21518	999	21518	999	21518	999	21518	90	21518	40	21518	40	21518	0
21520	50	21520	999	21520	999	21520	999	21520	90	21520	40	21520	40	21520	0
21522	50	21522	999	21522	999	21522	999	21522	90	21522	40	21522	40	21522	0
21524	50	21524	999	21524	999	21524	999	21524	90	21524	40	21524	40	21524	0
21526	50	21526	999	21526	999	21526	999	21526	90	21526	40	21526	40	21526	0
21528	50	21528	999	21528	999	21528	999	21528	90	21528	40	21528	40	21528	0
21530	50	21530	999	21530	999	21530	999	21530	90	21530	40	21530	40	21530	0
21532	50	21532	999	21532	999	21532	999	21532	90	21532	40	21532	40	21532	0
21534	50	21534	999	21534	999	21534	999	21534	90	21534	40	21534	40	21534	0
21536	50	21536	999	21536	999	21536	999	21536	110	21536	40	21536	40	21536	0
21538	50	21538	0	21538	999	21538	999	21538	120	21538	40	21538	40	21538	0
21540	50	21540	0	21540	999	21540	999	21540	130	21540	40	21540	40	21540	0
21542	50	21542	0	21542	0	21542	0	21542	140	21542	40	21542	40	21542	0
21544	50	21544	0	21544	0	21544	0	21544	145	21544	40	21544	40	21544	0
21546	50	21546	0	21546	0	21546	0	21546	150	21546	40	21546	40	21546	0
21548	60	21548	0	21548	0	21548	10	21548	0	21548	40	21548	40	21548	0
21550	70	21550	0	21550	0	21550	50	21550	0	21550	40	21550	40	21550	0
21552	70	21552	0	21552	0	21552	60	21552	0	21552	40	21552	40	21552	0
21554	70	21554	0	21554	0	21554	60	21554	0	21554	40	21554	40	21554	0
21556	70	21556	0	21556	0	21556	60	21556	0	21556	40	21556	40	21556	0
21558	70	21558	0	21558	0	21558	60	21558	0	21558	40	21558	40	21558	0
21560	70	21560	0	21560	0	21560	60	21560	0	21560	40	21560	40	21560	0
21562	70	21562	0	21562	0	21562	60	21562	0	21562	40	21562	40	21562	0
21564	70	21564	0	21564	0	21564	60	21564	0	21564	40	21564	40	21564	0
21566	70	21566	0	21566	0	21566	60	21566	0	21566	40	21566	40	21566	0
21568	70	21568	0	21568	0	21568	60	21568	0	21568	40	21568	40	21568	0
21570	70	21570	0	21570	0	21570	60	21570	0	21570	40	21570	40	21570	5
21572	70	21572	0	21572	0	21572	60	21572	0	21572	40	21572	40	21572	10
21574	70	21574	0	21574	0	21574	60	21574	0	21574	40	21574	40	21574	10
21576	70	21576	0	21576	0	21576	60	21576	0	21576	40	21576	40	21576	10
21578	70	21578	0	21578	0	21578	60	21578	0	21578	40	21578	40	21578	10
21580	70	21580	0	21580	0	21580	60	21580	0	21580	40	21580	40	21580	10
21582	70	21582	0	21582	0	21582	60	21582	0	21582	40	21582	40	21582	10
21584	70	21584	0	21584	0	21584	60	21584	0	21584	40	21584	40	21584	10
21586	70	21586	0	21586	0	21586	60	21586	0	21586	40	21586	40	21586	10
21588	70	21588	0	21588	0	21588	60	21588	0	21588	40	21588	40	21588	10
21590	70	21590	0	21590	0	21590	60	21590	0	21590	40	21590	40	21590	10
21592	70	21592	0	21592	0	21592	60	21592	0	21592	40	21592	40	21592	20
21594	70	21594	0	21594	0	21594	60	21594	0	21594	40	21594	40	21594	30
21596	70	21596	0	21596	0	21596	60	21596	0	21596	40	21596	40	21596	40
21598	70	21598	0	21598	0	21598	60	21598	0	21598	40	21598	40	21598	41
21600	70	21600	0	21600	0	21600	60	21600	0	21600	40	21600	40	21600	42
21602	70	21602	0	21602	0	21602	60	21602	0	21602	40	21602	40	21602	42
21604	70	21604	0	21604	0	21604	60	21604	0	21604	40	21604	40	21604	42
21606	70	21606	0	21606	0	21606	60	21606	0	21606	40	21606	40	21606	42
21608	70	21608	0	21608	0	21608	60	21608	0	21608	40	21608	40	21608	42
21610	70	21610	0	21610	0	21610	60	21610	0	21610	40	21610	40	21610	42
21612	70	21612	0	21612	0	21612	60	21612	0	21612	40	21612	40	21612	42
21614	70	21614	0	21614	0	21614	60	21614	0	21614	45	21614	40	21614	42
21616	70	21616	0	21616	0	21616	60	21616	0	21616	50	21616	40	21616	42
21618	70	21618	0	21618	0	21618	60	21618	0	21618	50	21618	40	21618	42
21620	70	21620	0	21620	0	21620	60	21620	0	21620	50	21620	40	21620	42
21622	70	21622	0	21622	0	21622	60	21622	0	21622	50	21622	40	21622	42
21624	70	21624	0	21624	0	21624	60	21624	0	21624	50	21624	40	21624	42
21626	70	21626	0	21626	0	21626	60	21626	0	21626	50	21626	40	21626	42
21628	70	21628	0	21628	0	21628	60	21628	0	21628	50	21628	40	21628	42
21630	70	21630	0	21630	0	21630	60	21630	0	21630	50	21630	40	21630	42
21632	70	21632	0	21632	0	21632	60	21632	0	21632	50	21632	40	21632	42
21634	70	21634	0	21634	0	21634	60	21634	0	21634	50	21634	40	21634	43
21636	70	21636	0	21636	0	21636	60	21636	0	21636	50	21636	40	21636	43
21638	70	21638	0	21638	0	21638	60	21638	0	21638	50	21638	40	21638	43
21640	70	21640	0	21640	0	21640	60	21640	0	21640	50	21640	40	21640	43
21642	70	21642	0	21642	0	21642	60	21642	0	21642	50	21642	40	21642	43
21644	70	21644	0	21644	0	21644	60	21644	0	21644	50	21644	40	21644	43
21646	70	21646	0	21646	0	21646	60	21646	0	21646	50	21646	40	21646	43
21648	70	21648	0	21648	0	21648	60	21648	0	21648	50	21648	40	21648	43
21650	70	21650	0	21650	0	21650	60	21650	0	21650	50	21650	40	21650	43
21652	70	21652	0	21652	0	21652	60	21652	0	21652	50	21652	40	21652	43
21654	70	21654	0	21654	0	21654	60	21654	0	21654	50	21654	40	21654	43
21656	70	21656	0	21656	0	21656	60	21656	0	21656	50	21656	40	21656	43
21658	70	21658	0	21658	0	21658	60	21658	0	21658	50	21658	40	21658	43
21660	70	21660	0	21660	0	21660	60	21660	0	21660	50	21660	40	21660	43
21662	70	21662	0	21662	0	21662	60	21662	0	21662	50	21662	40	21662	43
21664	70	21664	0	21664	0	21664	60	21664	0	21664	50	21664	40	21664	43
21666	70	21666	0	21666	0	21666	60	21666	0	21666	50	21666	40	21666	43
21668	70	21668	0	21668	0	21668	60	21668	0	21668	50	21668	40	21668	43
21670	70	21670	0	21670	0	21670	60	21670	0	21670	50	21670	40	21670	43
21672	70	21672	0	21672	0	21672	60	21672	0	21672	50	21672	40	21672	43
21674	70	21674	0	21674	0	21674	60	21674	0	21674	50	21674	40	21674	43
21676	70	21676	0	21676	0	21676	60	21676	0	21676	50	21676	40	21676	43
21678	70	21678	0	21678	0	21678	60	21678	0	21678	50	21678	40	21678	43
21680	70	21680	0	21680	0	21680	60	21680	0	21680	50	21680	40	21680	43
21682	70	21682	0	21682	0	21682	60	21682	0	21682	50	21682	40	21682	43
21684	70	21684	0	21684	0	21684	60	21684	0	21684	50	21684	40	21684	43
21686	70	21686	0	21686	0	21686	60	21686	0	21686	50	21686	40	21686	43
21688	70	21688	0	21688	0	21688	60	21688	0	21688	50	21688	40	21688	43
21690	70	21690	0	21690	0	21690	60	21690	0	21690	50	21690	40	21690	43
21692	70	21692	0	21692	0	21692	60	21692	0	21692	50	21692	40	21692	43
21694	70	21694	0	21694	0	21694	60	21694	0	21694	50	21694	40	21694	43
21696	70	21696	0	21696	0	21696	60	21696	0	21696	50	21696	40	21696	43
21698	70	21698	0	21698	0	21698	60	21698	0	21698	50	21698	40	21698	43
21700	70	21700	0	21700	0	21700	60	21700	0	21700	50	21700	40	21700	43
21702	70	21702	0	21702	0	21702	60	21702	0	21702	50	21702	40	21702	43
21704	70	21704	0	21704	0	21704	60	21704	0	21704	50	21704	40	21704	43
21706	70	21706	0	21706	0	21706	60	21706	0	21706	50	21706	40	21706	43
21708	70	21708	0	21708	0	21708	60	21708	0	21708	50	21708	40	21708	43
21710	70	21710	0	21710	0	21710	60	21710	0	21710	50	21710	40	21710	43
21712	70	21712	0	21712	0	21712	60	21712	0	21712	50	21712	40	21712	43
21714	70	21714	0	21714	0	21714	60	21714	0	21714	50	21714	40	21714	43
21716	70	21716	0	21716	0	21716	60	21716	0	21716	50	21716	40	21716	43
21718	70	21718	0	21718	0	21718	60	21718	0	21718	60	21718	40	21718	43
21720	70	21720	0	21720	0	21720	60	21720	0	21720	70	21720	40	21720	43
21722	70	21722	0	21722	0	21722	60	21722	0	21722	70	21722	40	21722	43
21724	70	21724	0	21724	0	21724	60	21724	0	21724	70	21724	40	21724	43
21726	70	21726	0	21726	0	21726	60	21726	0	21726	70	21726	40	21726	43
21728	70	21728	0	21728	0	21728	60	21728	0	21728	70	21728	40	21728	43
21730	70	21730	0	21730	0	21730	60	21730	0	21730	70	21730	40	21730	43
21732	70	21732	0	21732	0	21732	60	21732	0	21732	70	21732	40	21732	43
21734	70	21734	0	21734	0	21734	60	21734	0	21734	70	21734	40	21734	43
21736	70	21736	0	21736	0	21736	60	21736	0	21736	70	21736	40	21736	43
21738	70	21738	0	21738	0	21738	60	21738	0	21738	70	21738	40	21738	43
21740	70	21740	0	21740	0	21740	60	21740	0	21740	70	21740	40	21740	43
21742	70	21742	0	21742	0	21742	60	21742	0	21742	70	21742	40	21742	43
21744	70	21744	0	21744	0	21744	60	21744	0	21744	70	21744	40	21744	43
21746	70	21746	0	21746	0	21746	60	21746	0	21746	70	21746	40	21746	43
21748	70	21748	0	21748	0	21748	60	21748	0	21748	70	21748	40	21748	43
21750	70	21750	0	21750	0	21750	60	21750	0	21750	70	21750	40	21750	43
21752	70	21752	0	21752	0	21752	60	21752	0	21752	70	21752	40	21752	43
21754	70	21754	0	21754	0	21754	60	21754	0	21754	70	21754	40	21754	43
21756	70	21756	0	21756	0	21756	60	21756	0	21756	70	21756	40	21756	43
21758	70	21758	0	21758	0	21758	60	21758	0	21758	70	21758	45	21758	43
21760	70	21760	0	21760	0	21760	60	21760	0	21760	70	21760	50	21760	43
21762	70	21762	0	21762	0	21762	60	21762	0	21762	70	21762	50	21762	43
21764	70	21764	0	21764	0	21764	60	21764	0	21764	70	21764	50	21764	43
21766	70	21766	0	21766	0	21766	60	21766	0	21766	70	21766	50	21766	43
21768	70	21768	0	21768	0	21768	60	21768	0	21768	70	21768	50	21768	43
21770	70	21770	0	21770	0	21770	60	21770	0	21770	70	21770	50	21770	43
21772	70	21772	0	21772	0	21772	60	21772	0	21772	70	21772	50	21772	43
21774	70	21774	0	21774	0	21774	60	21774	0	21774	70	21774	50	21774	43
21776	70	21776	0	21776	0	21776	60	21776	0	21776	70	21776	50	21776	43
21778	70	21778	0	21778	0	21778	60	21778	0	21778	70	21778	50	21778	43
21780	70	21780	0	21780	0	21780	60	21780	0	21780	70	21780	50	21780	43
21782	70	21782	0	21782	0	21782	60	21782	0	21782	70	21782	50	21782	43
21784	70	21784	0	21784	0	21784	60	21784	0	21784	70	21784	50	21784	43
21786	70	21786	0	21786	0	21786	60	21786	0	21786	70	21786	50	21786	43
21788	70	21788	0	21788	0	21788	60	21788	0	21788	70	21788	50	21788	43
21790	70	21790	0	21790	0	21790	60	21790	0	21790	70	21790	50	21790	43
21792	70	21792	0	21792	0	21792	60	21792	0	21792	70	21792	50	21792	43
21794	70	21794	0	21794	0	21794	60	21794	0	21794	70	21794	50	21794	43
21796	70	21796	0	21796	0	21796	60	21796	0	21796	70	21796	50	21796	43
21798	70	21798	0	21798	0	21798	60	21798	0	21798	70	21798	50	21798	43
21800	70	21800	0	21800	0	21800	60	21800	0	21800	70	21800	50	21800	43
21802	70	21802	0	21802	0	21802	60	21802	0	21802	70	21802	50	21802	43
21804	70	21804	0	21804	0	21804	60	21804	0	21804	70	21804	50	21804	43
21806	70	21806	0	21806	0	21806	60	21806	0	21806	70	21806	50	21806	43
21808	70	21808	0	21808	0	21808	60	21808	0	21808	70	21808	50	21808	43
21810	70	21810	0	21810	0	21810	60	21810	0	21810	70	21810	50	21810	43
21812	70	21812	0	21812	0	21812	60	21812	0	21812	70	21812	50	21812	43
21814	70	21814	0	21814	0	21814	60	21814	0	21814	70	21814	50	21814	43
21816	70	21816	0	21816	0	21816	60	21816	0	21816	70	21816	50	21816	43
21818	70	21818	0	21818	0	21818	60	21818	0	21818	70	21818	50	21818	43
21820	70	21820	0	21820	0	21820	60	21820	0	21820	70	21820	50	21820	43
21822	70	21822	0	21822	0	21822	60	21822	0	21822	70	21822	50	21822	43
21824	70	21824	0	21824	0	21824	60	21824	0	21824	70	21824	50	21824	43
21826	70	21826	0	21826	0	21826	60	21826	0	21826	70	21826	50	21826	43
21828	70	21828	0	21828	0	21828	60	21828	0	21828	70	21828	50	21828	43
21830	70	21830	0	21830	0	21830	60	21830	0	21830	70	21830	50	21830	43
21832	70	21832	0	21832	0	21832	60	21832	0	21832	70	21832	50	21832	43
21834	70	21834	0	21834	0	21834	60	21834	0	21834	70	21834	50	21834	43
21836	70	21836	0	21836	0	21836	60	21836	0	21836	70	21836	50	21836	43
21838	70	21838	0	21838	0	21838	60	21838	0	21838	70	21838	50	21838	43
21840	70	21840	0	21840	0	21840	60	21840	0	21840	70	21840	50	21840	43
21842	70	21842	0	21842	0	21842	60	21842	0	21842	70	21842	50	21842	43
21844	70	21844	0	21844	0	21844	60	21844	0	21844	70	21844	50	21844	43
21846	70	21846	0	21846	0	21846	60	21846	0	21846	70	21846	50	21846	43
21848	70	21848	0	21848	0	21848	60	21848	0	21848	70	21848	50	21848	43
21850	70	21850	0	21850	0	21850	60	21850	0	21850	70	21850	50	21850	43
21852	70	21852	0	21852	0	21852	60	21852	0	21852	70	21852	50	21852	43
21854	70	21854	0	21854	0	21854	60	21854	0	21854	70	21854	50	21854	43
21856	70	21856	0	21856	0	21856	60	21856	0	21856	70	21856	50	21856	43
21858	70	21858	0	21858	0	21858	60	21858	0	21858	70	21858	50	21858	43
21860	70	21860	0	21860	0	21860	60	21860	0	21860	70	21860	50	21860	43
21862	70	21862	0	21862	0	21862	60	21862	0	21862	70	21862	50	21862	43
21864	70	21864	0	21864	0	21864	60	21864	0	21864	70	21864	50	21864	43
21866	70	21866	0	21866	0	21866	60	21866	0	21866	70	21866	50	21866	43
21868	70	21868	0	21868	0	21868	60	21868	0	21868	70	21868	50	21868	43
21870	70	21870	0	21870	0	21870	60	21870	0	21870	70	21870	50	21870	43
21872	70	21872	0	21872	0	21872	60	21872	0	21872	70	21872	50	21872	43
21874	70	21874	0	21874	0	21874	60	21874	0	21874	70	21874	50	21874	43
21876	70	21876	0	21876	0	21876	60	21876	0	21876	100	21876	50	21876	43
21878	70	21878	0	21878	0	21878	60	21878	0	21878	199	21878	50	21878	43
21880	70	21880	0	21880	0	21880	60	21880	0	21880	199	21880	50	21880	43
21882	70	21882	0	21882	0	21882	60	21882	0	21882	199	21882	50	21882	43
21884	70	21884	0	21884	0	21884	60	21884	0	21884	199	21884	50	21884	43
21886	70	21886	0	21886	0	21886	60	21886	0	21886	199	21886	50	21886	43
21888	70	21888	0	21888	0	21888	60	21888	0	21888	199	21888	50	21888	43
21890	70	21890	0	21890	0	21890	60	21890	0	21890	199	21890	50	21890	43
21892	70	21892	0	21892	0	21892	60	21892	0	21892	199	21892	50	21892	43
21894	70	21894	0	21894	0	21894	60	21894	0	21894	199	21894	50	21894	43
21896	70	21896	0	21896	0	21896	60	21896	0	21896	199	21896	50	21896	43
21898	70	21898	0	21898	0	21898	60	21898	0	21898	199	21898	50	21898	43
21900	70	21900	0	21900	0	21900	60	21900	0	21900	199	21900	50	21900	43
21902	70	21902	0	21902	0	21902	60	21902	0	21902	199	21902	50	21902	43
21904	70	21904	0	21904	0	21904	60	21904	0	21904	199	21904	50	21904	43
21906	70	21906	0	21906	0	21906	60	21906	0	21906	199	21906	50	21906	43
21908	70	21908	0	21908	0	21908	60	21908	0	21908	199	21908	50	21908	43
21910	70	21910	0	21910	0	21910	60	21910	0	21910	199	21910	50	21910	43
21912	70	21912	0	21912	0	21912	60	21912	0	21912	199	21912	50	21912	43
21914	70	21914	0	21914	0	21914	60	21914	0	21914	199	21914	50	21914	43
21916	70	21916	0	21916	0	21916	60	21916	0	21916	199	21916	50	21916	43
21918	70	21918	0	21918	0	21918	60	21918	0	21918	199	21918	50	21918	43
21920	70	21920	0	21920	0	21920	60	21920	0	21920	199	21920	50	21920	43
21922	70	21922	0	21922	0	21922	60	21922	0	21922	199	21922	50	21922	43
21924	70	21924	0	21924	0	21924	60	21924	0	21924	199	21924	50	21924	43
21926	70	21926	0	21926	0	21926	60	21926	0	21926	199	21926	50	21926	43
21928	70	21928	0	21928	0	21928	60	21928	0	21928	199	21928	50	21928	43
21930	70	21930	0	21930	0	21930	60	21930	0	21930	199	21930	50	21930	43
21932	70	21932	0	21932	0	21932	60	21932	0	21932	199	21932	50	21932	43
21934	70	21934	0	21934	0	21934	60	21934	0	21934	199	21934	50	21934	43
21936	70	21936	0	21936	0	21936	60	21936	0	21936	199	21936	50	21936	43
21938	70	21938	0	21938	0	21938	60	21938	0	21938	199	21938	50	21938	43
21940	70	21940	0	21940	0	21940	60	21940	0	21940	199	21940	50	21940	43
21942	70	21942	0	21942	0	21942	60	21942	0	21942	199	21942	50	21942	43
21944	70	21944	0	21944	0	21944	60	21944	0	21944	199	21944	50	21944	43
21946	70	21946	0	21946	0	21946	60	21946	0	21946	199	21946	50	21946	43
21948	70	21948	0	21948	0	21948	60	21948	0	21948	199	21948	50	21948	43
21950	70	21950	0	21950	0	21950	60	21950	0	21950	199	21950	50	21950	43
21952	70	21952	0	21952	0	21952	60	21952	0	21952	199	21952	50	21952	43
21954	70	21954	0	21954	0	21954	60	21954	0	21954	199	21954	50	21954	43
21956	70	21956	0	21956	0	21956	60	21956	0	21956	199	21956	50	21956	43
21958	70	21958	0	21958	0	21958	60	21958	0	21958	199	21958	50	21958	43
21960	70	21960	0	21960	0	21960	60	21960	0	21960	199	21960	50	21960	43
21962	70	21962	0	21962	0	21962	60	21962	0	21962	199	21962	50	21962	43
21964	70	21964	0	21964	0	21964	60	21964	0	21964	199	21964	50	21964	43
